,Age_group,Facility,Gender,APR,Predict,County
287,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,F,Heart failure,9220.59761,Suffolk
288,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,F,Knee joint replacement,21125.80713,Suffolk
289,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,F,Knee joint replacement,21125.80713,Suffolk
290,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",4918.075384,Suffolk
291,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",4918.075384,Suffolk
292,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,F,Other pneumonia,9009.161582,Suffolk
293,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,F,Other pneumonia,9009.161582,Suffolk
294,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,F,Schizophrenia,4441.72501,Suffolk
295,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,F,Schizophrenia,4441.72501,Suffolk
296,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,F,Septicemia & disseminated infections,9565.782648,Suffolk
297,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,F,Septicemia & disseminated infections,9565.782648,Suffolk
298,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,F,Vaginal delivery,7961.842884,Suffolk
299,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,F,Vaginal delivery,7961.842884,Suffolk
300,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,M,Cellulitis & other skin infections,8447.961657,Suffolk
301,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,M,Cellulitis & other skin infections,8447.961657,Suffolk
302,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,M,Cesarean delivery,8692.634673,Suffolk
303,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,M,Cesarean delivery,8692.634673,Suffolk
304,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,M,Chronic obstructive pulmonary disease,9355.299987,Suffolk
305,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,M,Chronic obstructive pulmonary disease,9355.299987,Suffolk
306,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,M,Heart failure,9450.907153,Suffolk
307,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,M,Heart failure,9450.907153,Suffolk
308,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,M,Knee joint replacement,21356.11667,Suffolk
309,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,M,Knee joint replacement,21356.11667,Suffolk
310,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",5148.384927,Suffolk
311,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",5148.384927,Suffolk
312,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,M,Other pneumonia,9239.471125,Suffolk
313,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,M,Other pneumonia,9239.471125,Suffolk
314,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,M,Schizophrenia,4672.034553,Suffolk
315,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,M,Schizophrenia,4672.034553,Suffolk
316,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,M,Septicemia & disseminated infections,9796.092191,Suffolk
317,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,M,Septicemia & disseminated infections,9796.092191,Suffolk
318,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,M,Vaginal delivery,8192.152427,Suffolk
319,0 to 17,Brookhaven Memorial Hospital Medical Center Inc,M,Vaginal delivery,8192.152427,Suffolk
320,0 to 17,Brooklyn Hospital Center - Downtown Campus,F,Cellulitis & other skin infections,8202.933776,Kings
321,0 to 17,Brooklyn Hospital Center - Downtown Campus,F,Cesarean delivery,8447.606792,Kings
322,0 to 17,Brooklyn Hospital Center - Downtown Campus,F,Chronic obstructive pulmonary disease,9110.272106,Kings
323,0 to 17,Brooklyn Hospital Center - Downtown Campus,F,Heart failure,9205.879272,Kings
324,0 to 17,Brooklyn Hospital Center - Downtown Campus,F,Knee joint replacement,21111.08879,Kings
325,0 to 17,Brooklyn Hospital Center - Downtown Campus,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",4903.357047,Kings
326,0 to 17,Brooklyn Hospital Center - Downtown Campus,F,Other pneumonia,8994.443244,Kings
327,0 to 17,Brooklyn Hospital Center - Downtown Campus,F,Schizophrenia,4427.006672,Kings
328,0 to 17,Brooklyn Hospital Center - Downtown Campus,F,Septicemia & disseminated infections,9551.06431,Kings
329,0 to 17,Brooklyn Hospital Center - Downtown Campus,F,Vaginal delivery,7947.124547,Kings
330,0 to 17,Brooklyn Hospital Center - Downtown Campus,M,Cellulitis & other skin infections,8433.243319,Kings
331,0 to 17,Brooklyn Hospital Center - Downtown Campus,M,Cesarean delivery,8677.916335,Kings
332,0 to 17,Brooklyn Hospital Center - Downtown Campus,M,Chronic obstructive pulmonary disease,9340.58165,Kings
333,0 to 17,Brooklyn Hospital Center - Downtown Campus,M,Heart failure,9436.188815,Kings
334,0 to 17,Brooklyn Hospital Center - Downtown Campus,M,Knee joint replacement,21341.39833,Kings
335,0 to 17,Brooklyn Hospital Center - Downtown Campus,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",5133.66659,Kings
336,0 to 17,Brooklyn Hospital Center - Downtown Campus,M,Other pneumonia,9224.752787,Kings
337,0 to 17,Brooklyn Hospital Center - Downtown Campus,M,Schizophrenia,4657.316215,Kings
338,0 to 17,Brooklyn Hospital Center - Downtown Campus,M,Septicemia & disseminated infections,9781.373853,Kings
339,0 to 17,Brooklyn Hospital Center - Downtown Campus,M,Vaginal delivery,8177.43409,Kings
340,0 to 17,Brooks Memorial Hospital,F,Cellulitis & other skin infections,3145.885684,Chautauqua
341,0 to 17,Brooks Memorial Hospital,F,Cesarean delivery,3390.5587,Chautauqua
342,0 to 17,Brooks Memorial Hospital,F,Chronic obstructive pulmonary disease,4053.224015,Chautauqua
343,0 to 17,Brooks Memorial Hospital,F,Heart failure,4148.83118,Chautauqua
344,0 to 17,Brooks Memorial Hospital,F,Knee joint replacement,16054.0407,Chautauqua
345,0 to 17,Brooks Memorial Hospital,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",-153.6910455,Chautauqua
346,0 to 17,Brooks Memorial Hospital,F,Other pneumonia,3937.395152,Chautauqua
347,0 to 17,Brooks Memorial Hospital,F,Schizophrenia,-630.04142,Chautauqua
348,0 to 17,Brooks Memorial Hospital,F,Septicemia & disseminated infections,4494.016218,Chautauqua
349,0 to 17,Brooks Memorial Hospital,F,Vaginal delivery,2890.076455,Chautauqua
350,0 to 17,Brooks Memorial Hospital,M,Cellulitis & other skin infections,3376.195227,Chautauqua
351,0 to 17,Brooks Memorial Hospital,M,Cesarean delivery,3620.868243,Chautauqua
352,0 to 17,Brooks Memorial Hospital,M,Chronic obstructive pulmonary disease,4283.533558,Chautauqua
353,0 to 17,Brooks Memorial Hospital,M,Heart failure,4379.140723,Chautauqua
354,0 to 17,Brooks Memorial Hospital,M,Knee joint replacement,16284.35024,Chautauqua
355,0 to 17,Brooks Memorial Hospital,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",76.61849754,Chautauqua
356,0 to 17,Brooks Memorial Hospital,M,Other pneumonia,4167.704695,Chautauqua
357,0 to 17,Brooks Memorial Hospital,M,Schizophrenia,-399.731877,Chautauqua
358,0 to 17,Brooks Memorial Hospital,M,Septicemia & disseminated infections,4724.325761,Chautauqua
359,0 to 17,Brooks Memorial Hospital,M,Vaginal delivery,3120.385998,Chautauqua
360,0 to 17,Buffalo General Medical Center,F,Cellulitis & other skin infections,3283.248217,Erie
361,0 to 17,Buffalo General Medical Center,F,Cesarean delivery,3527.921233,Erie
362,0 to 17,Buffalo General Medical Center,F,Chronic obstructive pulmonary disease,4190.586547,Erie
363,0 to 17,Buffalo General Medical Center,F,Heart failure,4286.193713,Erie
364,0 to 17,Buffalo General Medical Center,F,Knee joint replacement,16191.40323,Erie
365,0 to 17,Buffalo General Medical Center,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",-16.32851315,Erie
366,0 to 17,Buffalo General Medical Center,F,Other pneumonia,4074.757685,Erie
367,0 to 17,Buffalo General Medical Center,F,Schizophrenia,-492.6788877,Erie
368,0 to 17,Buffalo General Medical Center,F,Septicemia & disseminated infections,4631.378751,Erie
369,0 to 17,Buffalo General Medical Center,F,Vaginal delivery,3027.438987,Erie
370,0 to 17,Buffalo General Medical Center,M,Cellulitis & other skin infections,3513.55776,Erie
371,0 to 17,Buffalo General Medical Center,M,Cesarean delivery,3758.230776,Erie
372,0 to 17,Buffalo General Medical Center,M,Chronic obstructive pulmonary disease,4420.89609,Erie
373,0 to 17,Buffalo General Medical Center,M,Heart failure,4516.503256,Erie
374,0 to 17,Buffalo General Medical Center,M,Knee joint replacement,16421.71277,Erie
375,0 to 17,Buffalo General Medical Center,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",213.9810299,Erie
376,0 to 17,Buffalo General Medical Center,M,Other pneumonia,4305.067228,Erie
377,0 to 17,Buffalo General Medical Center,M,Schizophrenia,-262.3693447,Erie
378,0 to 17,Buffalo General Medical Center,M,Septicemia & disseminated infections,4861.688294,Erie
379,0 to 17,Buffalo General Medical Center,M,Vaginal delivery,3257.74853,Erie
380,0 to 17,Calvary Hospital Inc,F,Cellulitis & other skin infections,905.7313691,Bronx
381,0 to 17,Calvary Hospital Inc,F,Cesarean delivery,1150.404385,Bronx
382,0 to 17,Calvary Hospital Inc,F,Chronic obstructive pulmonary disease,1813.069699,Bronx
383,0 to 17,Calvary Hospital Inc,F,Heart failure,1908.676865,Bronx
384,0 to 17,Calvary Hospital Inc,F,Knee joint replacement,13813.88638,Bronx
385,0 to 17,Calvary Hospital Inc,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",-2393.845361,Bronx
386,0 to 17,Calvary Hospital Inc,F,Other pneumonia,1697.240837,Bronx
387,0 to 17,Calvary Hospital Inc,F,Schizophrenia,-2870.195735,Bronx
388,0 to 17,Calvary Hospital Inc,F,Septicemia & disseminated infections,2253.861903,Bronx
389,0 to 17,Calvary Hospital Inc,F,Vaginal delivery,649.9221392,Bronx
390,0 to 17,Calvary Hospital Inc,M,Cellulitis & other skin infections,1136.040912,Bronx
391,0 to 17,Calvary Hospital Inc,M,Cesarean delivery,1380.713928,Bronx
392,0 to 17,Calvary Hospital Inc,M,Chronic obstructive pulmonary disease,2043.379242,Bronx
393,0 to 17,Calvary Hospital Inc,M,Heart failure,2138.986408,Bronx
394,0 to 17,Calvary Hospital Inc,M,Knee joint replacement,14044.19593,Bronx
395,0 to 17,Calvary Hospital Inc,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",-2163.535818,Bronx
396,0 to 17,Calvary Hospital Inc,M,Other pneumonia,1927.55038,Bronx
397,0 to 17,Calvary Hospital Inc,M,Schizophrenia,-2639.886192,Bronx
398,0 to 17,Calvary Hospital Inc,M,Septicemia & disseminated infections,2484.171446,Bronx
399,0 to 17,Calvary Hospital Inc,M,Vaginal delivery,880.2316822,Bronx
400,0 to 17,Canton-Potsdam Hospital,F,Cellulitis & other skin infections,3991.092497,Saint Lawrence
401,0 to 17,Canton-Potsdam Hospital,F,Cesarean delivery,4235.765513,Saint Lawrence
402,0 to 17,Canton-Potsdam Hospital,F,Chronic obstructive pulmonary disease,4898.430827,Saint Lawrence
403,0 to 17,Canton-Potsdam Hospital,F,Heart failure,4994.037993,Saint Lawrence
404,0 to 17,Canton-Potsdam Hospital,F,Knee joint replacement,16899.24751,Saint Lawrence
405,0 to 17,Canton-Potsdam Hospital,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",691.5157668,Saint Lawrence
406,0 to 17,Canton-Potsdam Hospital,F,Other pneumonia,4782.601965,Saint Lawrence
407,0 to 17,Canton-Potsdam Hospital,F,Schizophrenia,215.1653923,Saint Lawrence
408,0 to 17,Canton-Potsdam Hospital,F,Septicemia & disseminated infections,5339.223031,Saint Lawrence
409,0 to 17,Canton-Potsdam Hospital,F,Vaginal delivery,3735.283267,Saint Lawrence
410,0 to 17,Canton-Potsdam Hospital,M,Cellulitis & other skin infections,4221.40204,Saint Lawrence
411,0 to 17,Canton-Potsdam Hospital,M,Cesarean delivery,4466.075056,Saint Lawrence
412,0 to 17,Canton-Potsdam Hospital,M,Chronic obstructive pulmonary disease,5128.74037,Saint Lawrence
413,0 to 17,Canton-Potsdam Hospital,M,Heart failure,5224.347536,Saint Lawrence
414,0 to 17,Canton-Potsdam Hospital,M,Knee joint replacement,17129.55705,Saint Lawrence
415,0 to 17,Canton-Potsdam Hospital,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",921.8253098,Saint Lawrence
416,0 to 17,Canton-Potsdam Hospital,M,Other pneumonia,5012.911508,Saint Lawrence
417,0 to 17,Canton-Potsdam Hospital,M,Schizophrenia,445.4749353,Saint Lawrence
418,0 to 17,Canton-Potsdam Hospital,M,Septicemia & disseminated infections,5569.532574,Saint Lawrence
419,0 to 17,Canton-Potsdam Hospital,M,Vaginal delivery,3965.59281,Saint Lawrence
420,0 to 17,Carthage Area Hospital Inc,F,Cellulitis & other skin infections,4573.136479,Jefferson
421,0 to 17,Carthage Area Hospital Inc,F,Cesarean delivery,4817.809495,Jefferson
422,0 to 17,Carthage Area Hospital Inc,F,Chronic obstructive pulmonary disease,5480.474809,Jefferson
423,0 to 17,Carthage Area Hospital Inc,F,Heart failure,5576.081975,Jefferson
424,0 to 17,Carthage Area Hospital Inc,F,Knee joint replacement,17481.29149,Jefferson
425,0 to 17,Carthage Area Hospital Inc,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",1273.559749,Jefferson
426,0 to 17,Carthage Area Hospital Inc,F,Other pneumonia,5364.645947,Jefferson
427,0 to 17,Carthage Area Hospital Inc,F,Schizophrenia,797.2093742,Jefferson
428,0 to 17,Carthage Area Hospital Inc,F,Septicemia & disseminated infections,5921.267012,Jefferson
429,0 to 17,Carthage Area Hospital Inc,F,Vaginal delivery,4317.327249,Jefferson
430,0 to 17,Carthage Area Hospital Inc,M,Cellulitis & other skin infections,4803.446022,Jefferson
431,0 to 17,Carthage Area Hospital Inc,M,Cesarean delivery,5048.119038,Jefferson
432,0 to 17,Carthage Area Hospital Inc,M,Chronic obstructive pulmonary disease,5710.784352,Jefferson
433,0 to 17,Carthage Area Hospital Inc,M,Heart failure,5806.391518,Jefferson
434,0 to 17,Carthage Area Hospital Inc,M,Knee joint replacement,17711.60104,Jefferson
435,0 to 17,Carthage Area Hospital Inc,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",1503.869292,Jefferson
436,0 to 17,Carthage Area Hospital Inc,M,Other pneumonia,5594.95549,Jefferson
437,0 to 17,Carthage Area Hospital Inc,M,Schizophrenia,1027.518917,Jefferson
438,0 to 17,Carthage Area Hospital Inc,M,Septicemia & disseminated infections,6151.576555,Jefferson
439,0 to 17,Carthage Area Hospital Inc,M,Vaginal delivery,4547.636792,Jefferson
440,0 to 17,Catskill Regional Medical Center,F,Cellulitis & other skin infections,5775.277942,Sullivan
441,0 to 17,Catskill Regional Medical Center,F,Cesarean delivery,6019.950958,Sullivan
442,0 to 17,Catskill Regional Medical Center,F,Chronic obstructive pulmonary disease,6682.616272,Sullivan
443,0 to 17,Catskill Regional Medical Center,F,Heart failure,6778.223438,Sullivan
444,0 to 17,Catskill Regional Medical Center,F,Knee joint replacement,18683.43296,Sullivan
445,0 to 17,Catskill Regional Medical Center,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",2475.701212,Sullivan
446,0 to 17,Catskill Regional Medical Center,F,Other pneumonia,6566.78741,Sullivan
447,0 to 17,Catskill Regional Medical Center,F,Schizophrenia,1999.350838,Sullivan
448,0 to 17,Catskill Regional Medical Center,F,Septicemia & disseminated infections,7123.408476,Sullivan
449,0 to 17,Catskill Regional Medical Center,F,Vaginal delivery,5519.468712,Sullivan
450,0 to 17,Catskill Regional Medical Center,M,Cellulitis & other skin infections,6005.587485,Sullivan
451,0 to 17,Catskill Regional Medical Center,M,Cesarean delivery,6250.260501,Sullivan
452,0 to 17,Catskill Regional Medical Center,M,Chronic obstructive pulmonary disease,6912.925815,Sullivan
453,0 to 17,Catskill Regional Medical Center,M,Heart failure,7008.532981,Sullivan
454,0 to 17,Catskill Regional Medical Center,M,Knee joint replacement,18913.7425,Sullivan
455,0 to 17,Catskill Regional Medical Center,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",2706.010755,Sullivan
456,0 to 17,Catskill Regional Medical Center,M,Other pneumonia,6797.096953,Sullivan
457,0 to 17,Catskill Regional Medical Center,M,Schizophrenia,2229.660381,Sullivan
458,0 to 17,Catskill Regional Medical Center,M,Septicemia & disseminated infections,7353.718019,Sullivan
459,0 to 17,Catskill Regional Medical Center,M,Vaginal delivery,5749.778255,Sullivan
460,0 to 17,Catskill Regional Medical Center - G. Hermann Site,F,Cellulitis & other skin infections,4624.266916,Sullivan
461,0 to 17,Catskill Regional Medical Center - G. Hermann Site,F,Cesarean delivery,4868.939932,Sullivan
462,0 to 17,Catskill Regional Medical Center - G. Hermann Site,F,Chronic obstructive pulmonary disease,5531.605246,Sullivan
463,0 to 17,Catskill Regional Medical Center - G. Hermann Site,F,Heart failure,5627.212412,Sullivan
464,0 to 17,Catskill Regional Medical Center - G. Hermann Site,F,Knee joint replacement,17532.42193,Sullivan
465,0 to 17,Catskill Regional Medical Center - G. Hermann Site,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",1324.690186,Sullivan
466,0 to 17,Catskill Regional Medical Center - G. Hermann Site,F,Other pneumonia,5415.776384,Sullivan
467,0 to 17,Catskill Regional Medical Center - G. Hermann Site,F,Schizophrenia,848.3398117,Sullivan
468,0 to 17,Catskill Regional Medical Center - G. Hermann Site,F,Septicemia & disseminated infections,5972.39745,Sullivan
469,0 to 17,Catskill Regional Medical Center - G. Hermann Site,F,Vaginal delivery,4368.457686,Sullivan
470,0 to 17,Catskill Regional Medical Center - G. Hermann Site,M,Cellulitis & other skin infections,4854.576459,Sullivan
471,0 to 17,Catskill Regional Medical Center - G. Hermann Site,M,Cesarean delivery,5099.249475,Sullivan
472,0 to 17,Catskill Regional Medical Center - G. Hermann Site,M,Chronic obstructive pulmonary disease,5761.914789,Sullivan
